id,time,Head_x,Head_y,Head_z,ShoulderCenter_x,ShoulderCenter_y,ShoulderCenter_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristLeft_x,WristLeft_y,WristLeft_z,WristRight_x,WristRight_y,WristRight_z,HandLeft_x,HandLeft_y,HandLeft_z,HandRight_x,HandRight_y,HandRight_z,Spine_x,Spine_y,Spine_z,HipCenter_x,HipCenter_y,HipCenter_z,HipLeft_x,HipLeft_y,HipLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootLeft_x,FootLeft_y,FootLeft_z,FootRight_x,FootRight_y,FootRight_z
1,2717022183,0.201455265,0.692220092,2.73102212,0.200975657,0.488972843,2.73717618,-0.003372019,0.424172878,2.765167952,0.368949115,0.35878545,2.716010809,-0.232704401,0.567351878,2.69799304,0.46566844,0.138074622,2.682583094,-0.206716001,0.783865631,2.565013409,0.502404153,-0.06536261,2.522364378,-0.193582565,0.889203906,2.540045738,100,100,2.454111814,0.189520568,0.13376151,2.72586894,0.181820676,0.073014639,2.67205596,0.09768784,-0.006817676,2.661291838,0.258761913,-0.014249414,2.65094471,0.027660344,-0.540714681,2.594060183,0.303883255,-0.54999578,2.560472488,-0.003922604,-0.934206963,2.613216162,0.308247358,-0.958223939,2.59438467,-0.072414137,-1.014466047,2.593953133,0.339853197,-1.011411548,2.542029858
2,2717022186,0.200526297,0.691658497,2.732760668,0.197268963,0.488336474,2.73867774,-0.006092997,0.423665553,2.766515493,0.363024741,0.356390119,2.714865446,-0.231544882,0.565244555,2.698142767,0.463785589,0.139246076,2.683577061,-0.195104241,0.827536345,2.546390057,0.498829901,-0.065152168,2.522089243,-0.191117153,0.866756797,2.542651415,100,100,2.453770638,0.187119201,0.132645875,2.726000547,0.179284722,0.072149105,2.671746731,0.095453285,-0.007346698,2.660781145,0.256161928,-0.014978111,2.650446177,0.024262097,-0.539567947,2.595858574,0.300259113,-0.548480451,2.559359312,-0.006166945,-0.933092535,2.611768246,0.308742642,-0.958313465,2.594466686,-0.073874123,-1.014294267,2.593386173,0.339403898,-1.011185288,2.542292356
3,2717022189,0.198705912,0.691579461,2.733175516,0.194706857,0.488968462,2.739953995,-0.007134956,0.42388767,2.767297745,0.359004438,0.356178612,2.715301037,-0.232444376,0.564688027,2.698001862,0.458523601,0.141919822,2.684185743,-0.196167856,0.827118993,2.54666543,0.493290305,-0.066329524,2.521226168,-0.190882117,0.868686736,2.542845249,100,100,2.453314304,0.184433877,0.13193883,2.726854324,0.176448256,0.07133846,2.672255993,0.09343484,-0.00759573,2.661218643,0.252361149,-0.015469659,2.651017666,0.020517256,-0.539384544,2.597451687,0.298382342,-0.548473358,2.559154034,-0.007385177,-0.931425869,2.611518145,0.311497569,-0.959815502,2.595278025,-0.073781081,-1.013816953,2.593392372,0.339524686,-1.011526346,2.542015791
4,2717022193,0.196255386,0.693415821,2.734380245,0.190567702,0.48859486,2.740398884,-0.010943878,0.424481392,2.769553423,0.356304049,0.357859999,2.716803551,-0.244030416,0.562821329,2.704425812,0.453116834,0.143967539,2.68482852,-0.220049515,0.785364687,2.562195063,0.484763265,-0.070697814,2.518499374,-0.198562473,0.873906732,2.543677568,100,100,2.450555325,0.180421129,0.131920695,2.728111029,0.172341391,0.071421355,2.673405409,0.089128494,-0.0075952,2.66255784,0.248334825,-0.01534605,2.652267456,0.016432447,-0.541015625,2.598853827,0.296014577,-0.54751271,2.560059309,-0.009781938,-0.930854619,2.6109128,0.312329829,-0.957454085,2.594103336,-0.074930027,-1.013832569,2.590842962,0.33825931,-1.010377407,2.540932655
5,2717022196,0.191397235,0.695055008,2.735156775,0.187471718,0.489486098,2.742392778,-0.015193445,0.425044209,2.772227764,0.349638879,0.358765185,2.717213631,-0.242542982,0.562435269,2.70527339,0.450821608,0.144019663,2.684087992,-0.221289456,0.785575986,2.563040972,0.480520129,-0.073650151,2.518184662,-0.201672763,0.877840638,2.543407202,100,100,2.45024538,0.176219672,0.131577477,2.730122566,0.167458892,0.070898995,2.675224543,0.08405716,-0.007559941,2.66484642,0.242808759,-0.015657188,2.65383029,0.011856357,-0.540250778,2.598871708,0.294519186,-0.548006833,2.561035633,-0.01159889,-0.930310011,2.610629797,0.31284982,-0.957438111,2.593871355,-0.076286197,-1.013942838,2.591629505,0.338960648,-1.00971663,2.539371729
6,2717022199,0.188169777,0.695270956,2.735534191,0.181427062,0.489818722,2.742517948,-0.019469589,0.424346268,2.773907423,0.346583575,0.359019458,2.718000174,-0.242091686,0.562124372,2.706266642,0.446692824,0.144164085,2.683240652,-0.225978255,0.826080322,2.554583788,0.474894702,-0.070587307,2.523410559,-0.214842677,0.888241649,2.544179678,100,100,2.455513239,0.171705037,0.131734282,2.732196093,0.162990645,0.070818201,2.677411079,0.079327449,-0.007714448,2.667916536,0.239018261,-0.015843283,2.655984163,0.009371173,-0.539603114,2.598495722,0.293699175,-0.548121333,2.56200242,-0.009818881,-0.932660937,2.615218401,0.313824534,-0.95754379,2.593985558,-0.075369515,-1.015032053,2.593710661,0.338765651,-1.009752035,2.539252281
7,2717022202,0.183911517,0.694664598,2.73610878,0.179870173,0.489520073,2.742594957,-0.022703001,0.425745308,2.775933743,0.343188345,0.359366149,2.719167471,-0.256664485,0.568836212,2.706310511,0.441896141,0.145649672,2.6845541,-0.245025754,0.789157689,2.571098328,0.466846138,-0.075606808,2.521166325,-0.221477613,0.889920712,2.544674397,100,100,2.453395605,0.169013992,0.13146624,2.733637333,0.159899935,0.070452787,2.678985119,0.0761801,-0.00845106,2.669883728,0.235302955,-0.015876185,2.657985687,0.00687795,-0.540039957,2.598044157,0.292329043,-0.550384641,2.56444931,-0.011809442,-0.932071924,2.613905668,0.314355582,-0.956681132,2.593592882,-0.075961605,-1.016149879,2.594839573,0.338847786,-1.009512544,2.537941456
8,2717022206,0.182522982,0.693995357,2.736731768,0.172650427,0.490495086,2.750188112,-0.026321501,0.426985025,2.777498722,0.338704407,0.359799206,2.722180128,-0.265034258,0.573141336,2.703002214,0.437412918,0.143090308,2.686303377,-0.246834219,0.805487037,2.566421747,0.461727142,-0.077070445,2.520614862,-0.228399351,0.894192696,2.548002005,100,100,2.453222513,0.164687738,0.130740657,2.736941338,0.156427309,0.070096307,2.681499958,0.073640928,-0.00887211,2.671244383,0.232192934,-0.015796816,2.660391808,0.004262136,-0.53990382,2.598326921,0.291251421,-0.551539719,2.566884756,-0.011910546,-0.93183291,2.613930702,0.314763427,-0.956234217,2.59358573,-0.07519415,-1.01445055,2.591883659,0.338825226,-1.009529829,2.538038254
9,2717022209,0.175383508,0.690781355,2.733495235,0.167432189,0.488021612,2.749204636,-0.028897725,0.426971465,2.778298855,0.331173897,0.360030174,2.725504637,-0.273144126,0.576206684,2.703020811,0.429879248,0.141466558,2.687891006,-0.269600719,0.782616556,2.577936888,0.451656222,-0.083935305,2.516370773,-0.235974431,0.897409678,2.547887802,100,100,2.448270559,0.157838374,0.128638983,2.738237858,0.149519414,0.067803718,2.68294096,0.06696111,-0.010440201,2.672767639,0.224994108,-0.017489016,2.662632465,0.00196539,-0.54000479,2.599476337,0.290387601,-0.551755965,2.56854105,-0.012069872,-0.930796742,2.61377883,0.314549029,-0.95498395,2.592192173,-0.07427004,-1.013558507,2.590867281,0.337640017,-1.009089947,2.537780046
10,2717022212,0.17154029,0.690179288,2.733963728,0.162371904,0.486237377,2.749461412,-0.036467336,0.429972053,2.781135798,0.326087683,0.359883398,2.728286505,-0.270001739,0.582198679,2.70268321,0.418689817,0.142007798,2.691306114,-0.287130624,0.822600007,2.562754393,0.4441531,-0.085891947,2.515341759,-0.284737498,0.90051657,2.550657272,100,100,2.446822405,0.152084485,0.129024833,2.740452528,0.143670171,0.068473555,2.685313463,0.06048863,-0.010427603,2.676598787,0.219239056,-0.01686745,2.664130211,-0.000453019,-0.539259374,2.600516081,0.288578212,-0.551588893,2.571371794,-0.011945076,-0.92972064,2.613391638,0.31296742,-0.951908469,2.59083581,-0.074882284,-1.012514949,2.588745594,0.337177664,-1.009086013,2.537956715
