id,time,Head_x,Head_y,Head_z,ShoulderCenter_x,ShoulderCenter_y,ShoulderCenter_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristLeft_x,WristLeft_y,WristLeft_z,WristRight_x,WristRight_y,WristRight_z,HandLeft_x,HandLeft_y,HandLeft_z,HandRight_x,HandRight_y,HandRight_z,Spine_x,Spine_y,Spine_z,HipCenter_x,HipCenter_y,HipCenter_z,HipLeft_x,HipLeft_y,HipLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootLeft_x,FootLeft_y,FootLeft_z,FootRight_x,FootRight_y,FootRight_z
1,2716593762,0.554779291,0.653002262,2.239051819,0.548426092,0.453005999,2.262898922,0.359524608,0.37866807,2.30223465,0.721145391,0.320077121,2.238580942,0.123100571,0.452072263,2.275566578,0.77272892,0.052297458,2.215569973,0.041429535,0.663771331,2.168917179,0.770098567,-0.173790932,2.09799242,0.028870372,0.752236366,2.150413275,100,100,2.049391747,0.525295436,0.096946776,2.23662138,0.51308763,0.040315859,2.177015066,0.426063657,-0.038621843,2.171402216,0.586888731,-0.044218969,2.144978285,0.37781769,-0.482982844,2.142837048,0.618769884,-0.450063527,2.102142572,0.337810725,-0.802328646,2.137818813,0.617801309,-0.771600485,2.076989889,0.324458838,-0.838248849,2.038858175,0.604449451,-0.807520688,1.978029132
2,2716593765,0.554926276,0.652941167,2.239194632,0.548549116,0.452882022,2.263404846,0.359739929,0.379064262,2.303548098,0.721220255,0.320104152,2.238554001,0.123064026,0.452171504,2.276377439,0.772317171,0.052655976,2.215524673,0.042845022,0.663025975,2.170232534,0.76850462,-0.173967719,2.097642422,0.030147821,0.753017008,2.151672363,100,100,2.049082518,0.525604963,0.097058043,2.237499714,0.513190448,0.040469803,2.177926064,0.426174492,-0.038484991,2.172441244,0.586861432,-0.044075549,2.145493031,0.377671987,-0.481953651,2.144175529,0.618813097,-0.450360179,2.102309942,0.337313533,-0.802215815,2.138123751,0.618012428,-0.771972358,2.076907635,0.323616147,-0.838176489,2.039124489,0.604315042,-0.807933033,1.977908373
3,2716593768,0.55343473,0.652872801,2.238902092,0.548886478,0.452735066,2.263735294,0.359717488,0.37913692,2.304814816,0.721235096,0.320146918,2.238520145,0.122967482,0.451144367,2.277416945,0.772039533,0.052996077,2.215526342,0.044271871,0.675567031,2.166756153,0.766897321,-0.172759622,2.09881568,0.03237576,0.755646765,2.153081179,100,100,2.050258398,0.525630891,0.0971912,2.238258839,0.512859643,0.04066211,2.178819656,0.425265163,-0.038394459,2.174540997,0.586519718,-0.043933425,2.14572382,0.377502501,-0.481832534,2.144753933,0.618072927,-0.451797724,2.102689266,0.337095857,-0.801975012,2.138397932,0.618070483,-0.772389591,2.077044487,0.323045939,-0.837977052,2.039366007,0.604020536,-0.808391631,1.978012562
4,2716593772,0.552852929,0.653120875,2.239291191,0.548958242,0.452784598,2.263791561,0.359851062,0.378449619,2.306388378,0.720805764,0.320508718,2.238262892,0.122210629,0.446269572,2.279468775,0.771622598,0.053966049,2.215500832,0.055737365,0.646242261,2.17898488,0.765893579,-0.172847733,2.098735571,0.040839031,0.736108184,2.159059525,100,100,2.049996138,0.525783837,0.096992731,2.238660097,0.512601137,0.040299721,2.179341316,0.424910605,-0.038890798,2.175637245,0.586177051,-0.044039637,2.14594698,0.377551258,-0.481337965,2.145632982,0.618075371,-0.45180431,2.103010893,0.336946249,-0.801772952,2.138602257,0.618127644,-0.772375166,2.077066898,0.322320133,-0.837802589,2.039620876,0.603501558,-0.808404803,1.978085518
5,2716593775,0.552528679,0.653042316,2.239370584,0.548721492,0.452553481,2.263897181,0.359192938,0.375112921,2.309060335,0.720662355,0.320780009,2.238083124,0.118890002,0.428778321,2.278702736,0.771582067,0.054414503,2.215615273,0.057207786,0.641095161,2.179439783,0.763943672,-0.172690317,2.098707914,0.046107043,0.727512002,2.162099123,100,100,2.049894333,0.526226282,0.096548609,2.239279747,0.512606502,0.039736524,2.180113077,0.424949706,-0.04027741,2.177447557,0.586227953,-0.04417564,2.146138191,0.377596855,-0.481320411,2.146127701,0.61816293,-0.4518736,2.103384256,0.3366552,-0.801509202,2.138701677,0.618126273,-0.773002863,2.077219009,0.321061999,-0.837583125,2.039811611,0.602533102,-0.809076786,1.978328943
6,2716593778,0.550358653,0.652905881,2.239501476,0.548587859,0.452604294,2.263973475,0.360768646,0.37151596,2.311852932,0.720696867,0.321026921,2.237748384,0.109047502,0.423279822,2.269864082,0.771417201,0.054598268,2.2156775,0.060729902,0.621293664,2.173498869,0.762491226,-0.17167598,2.099436045,0.058996767,0.677979648,2.166039228,100,100,2.050264835,0.526530981,0.096012004,2.239861012,0.512290537,0.0388867,2.180902004,0.424875766,-0.041782029,2.17957902,0.585867345,-0.044499762,2.14627099,0.377541721,-0.481248736,2.146506071,0.618366897,-0.451360554,2.103876591,0.336556882,-0.801002562,2.138707876,0.618103564,-0.773003221,2.077301025,0.319840521,-0.837099195,2.040019989,0.601387203,-0.809099853,1.978613019
7,2716593782,0.547421694,0.653028607,2.240577459,0.549072504,0.452501744,2.264262676,0.362308502,0.361428499,2.314309597,0.71990025,0.321588099,2.236860275,0.126821056,0.337721437,2.286025286,0.771240175,0.054726496,2.215824366,0.065116204,0.566978872,2.168269157,0.76087302,-0.170942068,2.099878788,0.057044692,0.635856271,2.162734985,100,100,2.050482512,0.527750432,0.094365463,2.240813255,0.512562215,0.036618199,2.182111263,0.425621629,-0.045415655,2.183022261,0.585731983,-0.04510415,2.146279812,0.377585143,-0.481660128,2.146988869,0.618412495,-0.452083349,2.104103565,0.336457908,-0.80075264,2.138712406,0.618080616,-0.77298516,2.077318907,0.318074793,-0.836916804,2.040271282,0.59969753,-0.809149325,1.978877902
8,2716593786,0.547156692,0.652957857,2.240572214,0.549233556,0.452283919,2.264390945,0.364559323,0.353775382,2.316362858,0.719625711,0.321876884,2.236529589,0.133717582,0.299843013,2.287843943,0.771151602,0.055196308,2.215937376,0.067692623,0.520763993,2.161488295,0.75964421,-0.170158207,2.100469351,0.053923815,0.574393034,2.159354448,100,100,2.050380468,0.528922498,0.092517734,2.241253138,0.513165057,0.034307957,2.182647228,0.42679733,-0.047992729,2.184182167,0.585848927,-0.045804273,2.146223783,0.37768364,-0.481879234,2.147138596,0.61850214,-0.452196628,2.104039669,0.336465776,-0.800742209,2.138704777,0.617978394,-0.773191631,2.077240467,0.316841364,-0.836935818,2.040526152,0.598353982,-0.80938524,1.979061961
9,2716593789,0.541124344,0.650746822,2.239107847,0.548915088,0.451702178,2.264397621,0.36618641,0.349875659,2.318110704,0.718697071,0.322429627,2.235975266,0.155433118,0.245630533,2.299021006,0.771197319,0.055182956,2.216012478,0.069359198,0.452699244,2.157152891,0.759311736,-0.169821501,2.100514174,0.053696848,0.519277811,2.146250248,100,100,2.050780296,0.528897226,0.090431675,2.241433382,0.512600958,0.031929169,2.182902575,0.42688033,-0.049876407,2.185065269,0.584916532,-0.047101673,2.145843029,0.377772778,-0.482553035,2.147226334,0.618578732,-0.452223897,2.103688955,0.336616933,-0.800540805,2.138302326,0.617712379,-0.773027778,2.076458216,0.315976173,-0.836775541,2.040284634,0.597071648,-0.809262514,1.978440404
10,2716593792,0.536782384,0.648651779,2.239907503,0.548882484,0.451560557,2.264503479,0.368577898,0.342046499,2.319377184,0.716120481,0.322775424,2.234462023,0.170363635,0.207709596,2.308318853,0.77171272,0.055565849,2.216565847,0.078377277,0.371085137,2.164015532,0.759167552,-0.168454856,2.100486517,0.055406861,0.459308565,2.13978982,100,100,2.050600529,0.529276431,0.087008439,2.241123199,0.512094438,0.027490016,2.182514429,0.42755419,-0.053340547,2.185197592,0.583626151,-0.049114931,2.145215511,0.377937436,-0.483376026,2.146718264,0.618714333,-0.452136338,2.101733208,0.336758643,-0.800511301,2.137802839,0.61689043,-0.77231741,2.074177265,0.314608127,-0.836770773,2.040092945,0.594739914,-0.808576882,1.976467252
