id,time,Head_x,Head_y,Head_z,ShoulderCenter_x,ShoulderCenter_y,ShoulderCenter_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,WristLeft_x,WristLeft_y,WristLeft_z,WristRight_x,WristRight_y,WristRight_z,HandLeft_x,HandLeft_y,HandLeft_z,HandRight_x,HandRight_y,HandRight_z,Spine_x,Spine_y,Spine_z,HipCenter_x,HipCenter_y,HipCenter_z,HipLeft_x,HipLeft_y,HipLeft_z,HipRight_x,HipRight_y,HipRight_z,KneeLeft_x,KneeLeft_y,KneeLeft_z,KneeRight_x,KneeRight_y,KneeRight_z,AnkleLeft_x,AnkleLeft_y,AnkleLeft_z,AnkleRight_x,AnkleRight_y,AnkleRight_z,FootLeft_x,FootLeft_y,FootLeft_z,FootRight_x,FootRight_y,FootRight_z
1,313490862,0.020823484,0.676553428,2.375832081,0.016604772,0.474672318,2.454256773,-0.164396584,0.381855011,2.493886948,0.18879649,0.35936451,2.436686277,-0.206656873,0.095797956,2.455292463,0.267841339,0.104645222,2.413244486,-0.233550191,-0.130618915,2.335257053,0.298774987,-0.103124611,2.281402349,-0.252250642,-0.218599021,2.29095459,0.3143709,-0.189635187,2.20992136,0.027144672,0.12150126,2.449288368,0.022609159,0.057074044,2.408018827,-0.055379368,-0.022412336,2.402220964,0.102892652,-0.021414328,2.392143965,-0.088197418,-0.477413088,2.304510593,0.162497282,-0.473584294,2.288781166,-0.073348328,-0.881090939,2.404333353,0.15823631,-0.871446729,2.378390074,-0.095894322,-0.957604051,2.398226738,0.173661411,-0.945341289,2.368631124
2,313490865,0.02077559,0.676012337,2.378124714,0.014873078,0.475593448,2.458521843,-0.16763404,0.381537616,2.498896122,0.185620666,0.36149466,2.444218636,-0.207004443,0.091928691,2.457710266,0.266830951,0.108511016,2.42161417,-0.233201161,-0.131710216,2.338026047,0.298547566,-0.099982291,2.281573772,-0.25230813,-0.218517959,2.291620016,0.312744141,-0.180320889,2.201990128,0.024817649,0.122153193,2.453787804,0.020236287,0.058007836,2.411026716,-0.057864048,-0.021815414,2.404978752,0.100511178,-0.020380691,2.394591808,-0.090388253,-0.475944012,2.305600643,0.159820825,-0.47278738,2.290871143,-0.073554479,-0.881251693,2.404664993,0.157890439,-0.870887339,2.378467798,-0.095795125,-0.957866251,2.398546696,0.173580334,-0.944443166,2.368864536
3,313490869,0.013624782,0.676068306,2.385499954,0.011290349,0.479038745,2.466911077,-0.171516299,0.383087277,2.505049467,0.183977574,0.365905911,2.451109171,-0.207963109,0.090342894,2.459454536,0.266392916,0.113018878,2.428175449,-0.233214796,-0.129719108,2.339172602,0.298566639,-0.090448499,2.27934885,-0.252474308,-0.216626763,2.291969299,0.311020166,-0.163385242,2.191929817,0.022323122,0.124715284,2.459734917,0.01784735,0.060974352,2.415270567,-0.060073406,-0.019867288,2.408348322,0.098535471,-0.017627081,2.397786856,-0.091360301,-0.474864185,2.306115866,0.156839371,-0.471200705,2.294098616,-0.073670402,-0.881176472,2.405845404,0.157530531,-0.869910359,2.378359318,-0.095940933,-0.956751645,2.397471905,0.173514783,-0.943803549,2.368498087
4,313490873,0.0094522,0.677927732,2.391320467,0.009903726,0.483285725,2.469996929,-0.173960268,0.384455651,2.508717299,0.181379825,0.370369256,2.456740141,-0.209077656,0.092293836,2.464189529,0.265120298,0.124143571,2.435882568,-0.233892411,-0.108387575,2.349846363,0.297447026,-0.075712822,2.273620129,-0.252419531,-0.207210243,2.295365572,0.308403015,-0.146756709,2.184681654,0.019544818,0.128099933,2.46384263,0.01479394,0.064401336,2.418329716,-0.064022869,-0.01624435,2.412550449,0.095391966,-0.014247698,2.399923325,-0.092040777,-0.473067671,2.307465553,0.154780537,-0.470685869,2.296499252,-0.07388524,-0.880628586,2.406128645,0.157606944,-0.870367825,2.378674746,-0.096219435,-0.95682466,2.397796154,0.146051437,-0.904521227,2.297782183
5,313490875,0.010201864,0.680114508,2.394917011,0.007910529,0.486404061,2.473118305,-0.174893886,0.384300292,2.509925365,0.180930078,0.37177217,2.46016407,-0.209446713,0.093936831,2.470896006,0.262868583,0.13702479,2.447518826,-0.234209031,-0.106673598,2.34924531,0.296607107,-0.056969024,2.269403696,-0.25484702,-0.204076126,2.293295145,0.306985229,-0.124458089,2.177855253,0.01865856,0.129230112,2.466465473,0.014202761,0.065509364,2.419786692,-0.064469501,-0.015452359,2.413537264,0.095017537,-0.01315347,2.401349306,-0.092908643,-0.470279753,2.309571981,0.1532377,-0.470710933,2.298728943,-0.074120812,-0.880779743,2.40694046,0.157617301,-0.868456364,2.378788948,-0.096284322,-0.956673563,2.397610664,0.146548375,-0.902451992,2.298053265
6,313490879,0.009875367,0.682152987,2.397027254,0.005711588,0.487942368,2.47567296,-0.17581287,0.386608243,2.512228489,0.179612875,0.373642206,2.463607788,-0.209443375,0.093802035,2.475289106,0.261954397,0.153827101,2.4533813,-0.234574556,-0.098722532,2.347085714,0.293999702,-0.009740651,2.288921118,-0.257267356,-0.196437031,2.292824984,0.304418623,-0.088296227,2.169914722,0.016848613,0.131067842,2.469365597,0.01252943,0.067590341,2.42174387,-0.065869808,-0.013431888,2.415465593,0.093314044,-0.010749226,2.402969599,-0.093669422,-0.468436718,2.312565327,0.15210551,-0.470716774,2.30047369,-0.074669093,-0.880757809,2.407624245,0.157491267,-0.868617773,2.378844261,-0.096043266,-0.956716478,2.397767305,0.146709725,-0.90248692,2.298294067
7,313490882,0.006540479,0.685803294,2.401024342,0.004651316,0.489322633,2.47743988,-0.176732808,0.387797266,2.514431953,0.178250328,0.37625739,2.466629028,-0.209702551,0.115429975,2.493904591,0.258264899,0.160447419,2.457697392,-0.236919999,-0.099724717,2.340966463,0.291556269,-0.003004573,2.282574415,-0.261803806,-0.186492562,2.287259817,0.30434376,-0.074265264,2.164152384,0.015751945,0.133027375,2.471756697,0.011400782,0.069834277,2.423364639,-0.066783287,-0.011357425,2.416375399,0.091937706,-0.007776557,2.405307055,-0.094284259,-0.467388421,2.31576252,0.150309831,-0.468612552,2.303258896,-0.074806683,-0.879441023,2.409050465,0.157553017,-0.868591547,2.37885952,-0.095931321,-0.95623827,2.398689508,0.146916986,-0.902360678,2.298493862
8,313490885,0.005707125,0.68750751,2.403445005,0.003629072,0.490253657,2.47881484,-0.177816272,0.388524801,2.516025066,0.177401483,0.377998471,2.468898296,-0.209782317,0.116374917,2.494713783,0.259738833,0.169987753,2.462318659,-0.239147335,-0.093203261,2.337725401,0.295054972,0.019296318,2.286195993,-0.264945686,-0.177186489,2.283360958,0.306138396,-0.041788965,2.159624577,0.014615178,0.135280907,2.473963261,0.010221358,0.072560355,2.424945354,-0.067865901,-0.008554936,2.417951584,0.090867847,-0.005368688,2.406487465,-0.095166869,-0.465888739,2.318846464,0.148893908,-0.467493623,2.305623055,-0.075960673,-0.877324224,2.409695387,0.157484502,-0.868385673,2.379388094,-0.097658969,-0.954565525,2.398276329,0.146994323,-0.902066112,2.299203634
9,313490889,0.003313153,0.684499621,2.405952215,0.002145866,0.491757751,2.481665134,-0.178666592,0.389623106,2.517448425,0.176692516,0.382128775,2.473096371,-0.209871009,0.115619376,2.495698214,0.258422792,0.174207553,2.467152357,-0.240024775,-0.080433041,2.3363235,0.294364452,0.036283702,2.280522585,-0.272692919,-0.169475883,2.274005413,0.305340201,-0.017507546,2.150661945,0.013625437,0.137288406,2.476403952,0.009565242,0.074924819,2.426615238,-0.068152159,-0.006513274,2.418925524,0.090107299,-0.002784783,2.408356667,-0.094976485,-0.465487599,2.321953297,0.148445442,-0.468102068,2.307347298,-0.076268815,-0.877667904,2.410486698,0.157492846,-0.868428588,2.379722595,-0.097496122,-0.954812527,2.398614883,0.147532851,-0.90197444,2.29963851
10,313490892,0.003093209,0.688584864,2.40888381,0.00060936,0.495333612,2.485240459,-0.179574013,0.390438974,2.519191027,0.176620692,0.384494364,2.475437641,-0.209521025,0.122234441,2.500221968,0.268978298,0.169283807,2.464354277,-0.241356954,-0.06999284,2.328461885,0.324947625,0.032955065,2.282002449,-0.273478985,-0.149247691,2.267668009,0.304087877,0.010710232,2.144288063,0.013007704,0.139948189,2.478881359,0.009104024,0.077679321,2.428298473,-0.068681411,-0.00383643,2.420336723,0.090028144,-0.00042425,2.409639835,-0.094981067,-0.463596046,2.324699402,0.147729635,-0.467509478,2.310028076,-0.076317526,-0.877430439,2.410766125,0.157579169,-0.868189514,2.37975812,-0.097750723,-0.955275953,2.398806334,0.147738561,-0.901594222,2.299803257
